product_id,mall_name,price,product_url,is_lowest,currency
prod_oy_a000000227275,올리브영,25000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000227275,true,KRW
prod_oy_a000000227666,올리브영,23000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000227666,true,KRW
prod_oy_a000000228906,올리브영,21000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228906,true,KRW
prod_oy_a000000229082,올리브영,19600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229082,true,KRW
prod_oy_a000000229463,올리브영,27000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229463,true,KRW
prod_oy_a000000229470,올리브영,19550,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229470,true,KRW
prod_oy_a000000229723,올리브영,37000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229723,true,KRW
prod_oy_a000000231459,올리브영,24000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231459,true,KRW
prod_oy_a000000233002,올리브영,17900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233002,true,KRW
prod_oy_a000000233020,올리브영,17500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000233020,true,KRW
prod_oy_a000000225217,올리브영,6000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225217,true,KRW
prod_oy_a000000224494,올리브영,24900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224494,true,KRW
prod_oy_a000000158615,올리브영,15700,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158615,true,KRW
prod_oy_a000000157350,올리브영,8700,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000157350,true,KRW
prod_oy_a000000224025,올리브영,23100,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224025,true,KRW
prod_oy_a000000255624,올리브영,28000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000255624,true,KRW
prod_oy_a000000214675,올리브영,36800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214675,true,KRW
prod_oy_a000000249582,올리브영,26900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000249582,true,KRW
prod_oy_a000000248589,올리브영,33600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248589,true,KRW
prod_oy_a000000188711,올리브영,13600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000188711,true,KRW
prod_oy_a000000149963,올리브영,12300,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149963,true,KRW
prod_oy_a000000238406,올리브영,10430,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238406,true,KRW
prod_oy_a000000250281,올리브영,19800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000250281,true,KRW
prod_oy_a000000141333,올리브영,16600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000141333,true,KRW
prod_oy_a000000199206,올리브영,39520,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000199206,true,KRW
