product_id,dry_fit,oily_fit,combination_fit,normal_fit,dehydrated_oily_fit,sensitive_fit,sensitivity_tag,confidence,reason
ulta_92bd0cc3ad99ce,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_e80e3bf87aa16b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_07cb59b59296e2,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_25d89cfc2d9672,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_64378878feca73,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_5040aea8caea84,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_46d88e5a5e77c3,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_70a4349362ec92,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_47455922ab9f30,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_6a8f28f14d13d7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_5070c072f5196d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_eef632dbabc277,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_8bd5514f1a7efb,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_450bba04ef44a7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_79636a04efb588,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3c4136fecaf9db,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_bf877371721d05,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_21dc3b79091129,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_57fe0303be423e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7aba776583060f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2616952c339224,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_1fc0eef89fb145,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_ffa78328bfbc99,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_5783394cefaca6,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_bbb95d17199151,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1d11312dec056b,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_850602821aa281,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_517597672b278a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b142adef17b0db,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_8eeb1483aaf946,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_83769177141897,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_a13d7c75b012c5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_e6ad110b125122,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_761f66953976e9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_30993dbe97cf5f,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
ulta_84a8ddd8266db0,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
ulta_20edda634eb2de,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7eb3f4ab7482cf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_d8c59669f23798,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_c036fe60a56f3f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_b07e994d909b13,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_b39baa0430691d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3a28496b3d4602,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1e3c177de4f9b5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_ffe0f0f33f758f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_eb9cd1946ecb1e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_80873a5a32ab02,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_07b75d4f4fb96c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_b57babb5177453,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_8df651bc04bd82,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_dd438ade725157,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_855ff4b0b9d8b8,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_8aac440fc6513b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0466e1d49d86e1,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_9cc608f4ea1372,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_372ee7fd0bc7ff,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_331dbbc5e8272e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_867a6464076b92,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_e936ee5ae56fe1,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_e1b5037e7ec3ae,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
ulta_fd3bbbae34670c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_fa94e8685fe415,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_649dce89f62031,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_1e1a53e325c3c4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_b12dfb9b6caca4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_aad6509524aafd,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_dff400f0286617,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_cca5fbb82b228d,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_4c9902e169b784,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_c0fa77d7e0d125,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_1d746a75d5c0d7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_664fe26c741b1b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_171eedb069d167,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_65f3262bd9c87e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_ba543b0beaa92e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a8c7558fca3276,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a8922744f10b2f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_ad5629f9113682,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a2b106cfa1c984,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_f6c263d4299427,1.00,0.48,0.55,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 오일/밤 제형; 진정/민감 키워드
ulta_ae6f86d0fe42cc,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_55219d96277fa7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_392d3ea52813d6,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
ulta_41899b5d153506,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_96e60fa8db7a60,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ac06751b640ade,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_d1fe34c8cd69b6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_778b2c3a7f9cf9,1.00,0.56,0.65,0.70,1.00,0.77,민감가능,low,보습/장벽 컨셉; 가벼운 수분 제형; 오일/밤 제형; 진정/민감 키워드
ulta_07dc470520f729,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7ec0fc3fffb84b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_f085a37faf32c0,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_230e304101e638,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_477ec2dadb8d2e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_a3c77a0825feb1,0.78,0.76,0.72,0.70,0.80,0.47,정보없음,low,보습/장벽 컨셉; 피지/트러블 키워드; 기본추천 제외 상품
ulta_d6b7360dfadcbe,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_8b45de3571a770,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_219f87e3e35294,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ccf30daab22253,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_05c903d9c097c7,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_904b15f23fccba,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_7dca6625c2ae24,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_228ab2729c145d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_03716d192c5a1a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_b0a438ff760fbc,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_ba2526a384ca50,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_21685c788d2d4b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_444d3d69e72a19,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_2250032482ac3c,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_aaca3ddd8f5e74,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_dc822b5fd50787,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_561dd7a4c72678,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_78545076f4af27,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_821454a31e733b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_3edbbb952ca7ec,0.94,0.56,0.65,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형; 오일/밤 제형
ulta_55bd86be6df36c,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_2078535de7add4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_087f1a4d70369c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6b29c6030b8b61,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_671df8c369dcf6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_cd98a88dc89b0f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_ac24b150bd2970,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_20db7c6b810f73,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_9b4ab46c5c09a5,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_0402c33490c23a,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_203b15685a9859,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_4d739a508cebd3,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_f4521a2fcccc32,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_7b20345abced56,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_181a2be0858415,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b0ed4f6603e405,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a81f8f04f058c7,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
ulta_e5d92a9113503b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_6547bd18443890,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_f3a2d60a4892ee,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_bad54ed635ed9b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6cf98f3e8a18a7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_7c73dedef000cc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_68cb0f7c0680d3,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_60d8901572a542,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_9e52d4c6089e15,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_226d510b085c21,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2b7040a4bf2b7e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_55c3de8d7a3cc7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_e01a4b1643cb9c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ffe59a76512d20,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0ae1bf959346c9,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_46e0fc463d2620,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_e176f5ff5f5eae,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_04de02ce22bb2d,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_6bf269ffd08931,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_d27901eda886a6,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_8b825173a44be9,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_7b09b85fcb211a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_111e0885e5abe0,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_89a7056aeb580d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_cbd3caf7e4bbf2,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_4782258f1ba347,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_d513c87b9cc2e8,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_67f6a1dbd554d3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a124ad462308d8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_b3a62e96735fef,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_59d63ffa10cad5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_b3fcbfcd7c8021,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_4fe5d0ef4d498c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_f4c5451a4a0ceb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_c32f4e1266ff41,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_d37692e9fcd086,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_5a03ce2ad03a51,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
ulta_d00b9c0c6aff91,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_bcf02c6d674445,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_bb6d57eeb26b9b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_ec534592e2f59c,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_6db3307f582adb,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_21ecc79d86aeed,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_d3d99f0ad5f235,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_03347d96b71bea,0.64,0.66,0.70,0.62,0.78,0.77,민감가능,low,가벼운 수분 제형; 진정/민감 키워드
ulta_68b46c7e76aa68,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
ulta_4a68ddc03274b0,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
ulta_899931200511ac,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_8f1c4ea6ee0cb4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_5449e14d0054de,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7d17fca4511cda,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_59f09df1df7c45,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_eb744c8317d96f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_960d4f60461a0c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_99053b5e95ba45,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_41529a5d09c49d,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_fd16a1efb1c445,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_f34ab073599364,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_caddacaee775dd,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_061720b93b5e5d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_25b028dcd83c5f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_82e741a4496f21,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_6e6762687cb0a5,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_7bcc73aaa4d270,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_cba8c9fad7081a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_6cb60a3fd66adc,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_397c5fa7359995,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_d9110aa7e5f06a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_df2b5beef334cb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_bb17ddef7a3004,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_876dcbf907112f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_d06ebcb683fb4e,0.78,0.84,0.82,0.70,0.92,0.47,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형; 피지/트러블 키워드
ulta_f492b4f2d70878,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
ulta_1774a91c0eb47f,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_2554e95a1d9b31,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
