product_id,image_type,display_order,source_image_url,storage_key,public_url,upload_status
ulta_e82a78913ba109,thumbnail,1,https://media.ultainc.com/i/ulta/2622556?w=500&h=500,products/ulta_e82a78913ba109/thumbnail_001_cce8bd6d785c.jpg,products/ulta_e82a78913ba109/thumbnail_001_cce8bd6d785c.jpg,PENDING_UPLOAD
ulta_82b49f83b54bc3,thumbnail,1,https://media.ultainc.com/i/ulta/2621332?w=500&h=500,products/ulta_82b49f83b54bc3/thumbnail_001_ed6a32b670db.jpg,products/ulta_82b49f83b54bc3/thumbnail_001_ed6a32b670db.jpg,PENDING_UPLOAD
ulta_0e37577214afcf,thumbnail,1,https://media.ultainc.com/i/ulta/2620366?w=500&h=500,products/ulta_0e37577214afcf/thumbnail_001_be48cae32d74.jpg,products/ulta_0e37577214afcf/thumbnail_001_be48cae32d74.jpg,PENDING_UPLOAD
ulta_e615deedbd7f57,thumbnail,1,https://media.ultainc.com/i/ulta/2620363?w=500&h=500,products/ulta_e615deedbd7f57/thumbnail_001_d9f2d2f83d93.jpg,products/ulta_e615deedbd7f57/thumbnail_001_d9f2d2f83d93.jpg,PENDING_UPLOAD
ulta_f2e2c7e4f9292f,thumbnail,1,https://media.ultainc.com/i/ulta/2619702?w=500&h=500,products/ulta_f2e2c7e4f9292f/thumbnail_001_0c2683197554.jpg,products/ulta_f2e2c7e4f9292f/thumbnail_001_0c2683197554.jpg,PENDING_UPLOAD
ulta_12d5e0a4cc6964,thumbnail,1,https://media.ultainc.com/i/ulta/2621329?w=500&h=500,products/ulta_12d5e0a4cc6964/thumbnail_001_74132d66897a.jpg,products/ulta_12d5e0a4cc6964/thumbnail_001_74132d66897a.jpg,PENDING_UPLOAD
ulta_a297860d7e1475,thumbnail,1,https://media.ultainc.com/i/ulta/2622769?w=500&h=500,products/ulta_a297860d7e1475/thumbnail_001_7ebd6bf142c8.jpg,products/ulta_a297860d7e1475/thumbnail_001_7ebd6bf142c8.jpg,PENDING_UPLOAD
ulta_21fc93fae652e9,thumbnail,1,https://media.ultainc.com/i/ulta/2620438?w=500&h=500,products/ulta_21fc93fae652e9/thumbnail_001_a27684155e1d.jpg,products/ulta_21fc93fae652e9/thumbnail_001_a27684155e1d.jpg,PENDING_UPLOAD
ulta_d8b3cc66e97893,thumbnail,1,https://media.ultainc.com/i/ulta/2619951?w=500&h=500,products/ulta_d8b3cc66e97893/thumbnail_001_3f49a2bd099b.jpg,products/ulta_d8b3cc66e97893/thumbnail_001_3f49a2bd099b.jpg,PENDING_UPLOAD
ulta_172b6c2d24a7da,thumbnail,1,https://media.ultainc.com/i/ulta/2620276?w=500&h=500,products/ulta_172b6c2d24a7da/thumbnail_001_d55a75a36b09.jpg,products/ulta_172b6c2d24a7da/thumbnail_001_d55a75a36b09.jpg,PENDING_UPLOAD
ulta_11c078a159bb8a,thumbnail,1,https://media.ultainc.com/i/ulta/2620833?w=500&h=500,products/ulta_11c078a159bb8a/thumbnail_001_1b170cf43194.jpg,products/ulta_11c078a159bb8a/thumbnail_001_1b170cf43194.jpg,PENDING_UPLOAD
ulta_6212c856e572d5,thumbnail,1,https://media.ultainc.com/i/ulta/2620207?w=500&h=500,products/ulta_6212c856e572d5/thumbnail_001_9ad7c826e325.jpg,products/ulta_6212c856e572d5/thumbnail_001_9ad7c826e325.jpg,PENDING_UPLOAD
ulta_d77e6c77f886f5,thumbnail,1,https://media.ultainc.com/i/ulta/2651965?w=500&h=500,products/ulta_d77e6c77f886f5/thumbnail_001_acaf614fa581.jpg,products/ulta_d77e6c77f886f5/thumbnail_001_acaf614fa581.jpg,PENDING_UPLOAD
ulta_6b07e73a9582f8,thumbnail,1,https://media.ultainc.com/i/ulta/2620075?w=500&h=500,products/ulta_6b07e73a9582f8/thumbnail_001_fe6ea21b47c1.jpg,products/ulta_6b07e73a9582f8/thumbnail_001_fe6ea21b47c1.jpg,PENDING_UPLOAD
ulta_a8ff1c33efc1b7,thumbnail,1,https://media.ultainc.com/i/ulta/2621475?w=500&h=500,products/ulta_a8ff1c33efc1b7/thumbnail_001_00f9a882b88a.jpg,products/ulta_a8ff1c33efc1b7/thumbnail_001_00f9a882b88a.jpg,PENDING_UPLOAD
ulta_4b5042d7f7daa9,thumbnail,1,https://media.ultainc.com/i/ulta/2642812?w=500&h=500,products/ulta_4b5042d7f7daa9/thumbnail_001_e5bc22010348.jpg,products/ulta_4b5042d7f7daa9/thumbnail_001_e5bc22010348.jpg,PENDING_UPLOAD
ulta_b22dce1879b0f9,thumbnail,1,https://media.ultainc.com/i/ulta/2621131?w=500&h=500,products/ulta_b22dce1879b0f9/thumbnail_001_d57291854f04.jpg,products/ulta_b22dce1879b0f9/thumbnail_001_d57291854f04.jpg,PENDING_UPLOAD
