ingredient_id,name_ko,name_en,description,source_url
foreign_pending_28cf56be98d4,Red 30 *Disclaimer:,Red 30 *Disclaimer:,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d0cb89090f,Tocopherol Ingredients may change,Tocopherol Ingredients may change,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d1977cab13,Medicago sativa (Alfalfa) flower,Medicago sativa (Alfalfa) flower,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d28609e9a5,Saccharomyces Cerevisiae Extract,Saccharomyces Cerevisiae Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d3931b054d,Peg-5 Glyceryl Triisostearate,Peg-5 Glyceryl Triisostearate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d5fd82ace1,N-Acetyl L-Cysteine,N-Acetyl L-Cysteine,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d76d8a7711,Jojoba Oil/Macadamia Seed Oil Esters,Jojoba Oil/Macadamia Seed Oil Esters,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28d7884f138d,Hydrolyzed Elastin,Hydrolyzed Elastin,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28da66e89073,Cera Microcristallina / Microcrystalline Wax,Cera Microcristallina / Microcrystalline Wax,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e12c1e7141,Punica Granatum Bark Extract,Punica Granatum Bark Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e57e4c94d9,Potassium Carbonate,Potassium Carbonate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e5f7fcbc38,Triethoxycaprylyisilane,Triethoxycaprylyisilane,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e6e7ea478d,Fragaria Ananassa Seed Oil (Strawberry Seed Oil),Fragaria Ananassa Seed Oil (Strawberry Seed Oil),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e9d4594f3d,Glyceryl Stearat,Glyceryl Stearat,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28e9fbfdb173,Urtica Diotica (Nettle) Leaf Extract,Urtica Diotica (Nettle) Leaf Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28ef0bb81d8a,Sodium Citrate. Hydro Infuse: Water (Aqua),Sodium Citrate. Hydro Infuse: Water (Aqua),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28f108f2bbef,Parfum / Fragrance. (F.I.L. Z289832/1),Parfum / Fragrance. (F.I.L. Z289832/1),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28f4466c2960,G852694 6,G852694 6,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28f68b2f1cda,Butylparaben. May Contain: Titanium Dioxide (CI 77891),Butylparaben. May Contain: Titanium Dioxide (CI 77891),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28fb1fd4d6d4,Thymus Serpyllum (Thyme) Leaf Extract,Thymus Serpyllum (Thyme) Leaf Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28fc69820834,Hordeum Vulgare (Barley) Leaf Extract,Hordeum Vulgare (Barley) Leaf Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_28ff0ea30812,Fragrance. Pumpkin: Water,Fragrance. Pumpkin: Water,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2900f1a331cb,PCMX,PCMX,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_290197b63b73,CI 16035 (Red 40 - Gem Only),CI 16035 (Red 40 - Gem Only),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29021ccf8f89,Malus Domestica Fruit (Green Apple) Extract,Malus Domestica Fruit (Green Apple) Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29029860be30,Camellia Oleifera,Camellia Oleifera,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_290516551e08,Dextran. [Es867] *Cellular Water (Aqua/Disodium Adenosine Triphosphate/Carnosine/Mineral Salts) Body lotion: Aqua/Water/Eau,Dextran. [Es867] *Cellular Water (Aqua/Disodium Adenosine Triphosphate/Carnosine/Mineral Salts) Body lotion: Aqua/Water/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2906c24685cb,Aqua/Water/Eau. *Organic,Aqua/Water/Eau. *Organic,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2908edfb25f3,Palmitoyl Tripeptide-1 Acetate,Palmitoyl Tripeptide-1 Acetate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_290c81c7b064,Asparagus Officinalis Root Extract,Asparagus Officinalis Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29103d40b8ac,Butyl Methoxydibenzoylmethane -Drometrizole Trisiloxane,Butyl Methoxydibenzoylmethane -Drometrizole Trisiloxane,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2912b2b031ad,Sodium Hydroxide. PM Therapy: Water,Sodium Hydroxide. PM Therapy: Water,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2917c896a8bf,Ethyl Canolate,Ethyl Canolate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2918522204ef,Benzyl Salicylate (F.I.L. N70067138/1),Benzyl Salicylate (F.I.L. N70067138/1),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_291a2d68fc46,Marjoram and Other Pure Flower and Plant Essences,Marjoram and Other Pure Flower and Plant Essences,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_291ecf1b3404,Ascorbic Acid. Luscious Curl Defining Butter With Kokum Butter: Aqua/Water/Eau,Ascorbic Acid. Luscious Curl Defining Butter With Kokum Butter: Aqua/Water/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_291f89015b68,Leontopodium Alpinum Extract,Leontopodium Alpinum Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_291ffef0d133,Ononis Spinosa Root Extract,Ononis Spinosa Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2920bfd4f94f,CI 77491). Astral Sunset Splendor: Calcium Sodium Borosilicate,CI 77491). Astral Sunset Splendor: Calcium Sodium Borosilicate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2921987b78c6,Biocomplex2 [Euterpe Oleracea (Acai) Fruit,Biocomplex2 [Euterpe Oleracea (Acai) Fruit,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2925fb20c857,Linalool. Amber Noir: Alcohol Denat. Vol,Linalool. Amber Noir: Alcohol Denat. Vol,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29276661e491,Diatomaceous Earth,Diatomaceous Earth,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_292a5400ce7d,Black Soybean,Black Soybean,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_292e76c31100,Lemon Peel Oil,Lemon Peel Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29305765b080,Cereus Grandiflorus (Cactus) Flower Extract,Cereus Grandiflorus (Cactus) Flower Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2930c9792b3b,Oxidized Polyethylene,Oxidized Polyethylene,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2936131ffc54,Ci 42090 / Blue 1 Lake Super Glow Highlighting Powder: Mica,Ci 42090 / Blue 1 Lake Super Glow Highlighting Powder: Mica,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2938ed5ee345,Phenoxyethanol. ​Molton Brown Tea Ceremony Bath & Shower Gel: Water/Aqua/Eau,Phenoxyethanol. ​Molton Brown Tea Ceremony Bath & Shower Gel: Water/Aqua/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_293972f6e833,Citrus Paradisi,Citrus Paradisi,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2939d73c1d75,Mother of Pearl,Mother of Pearl,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_293cd0354f30,dimethylaminoethanol,dimethylaminoethanol,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_293e1c1ed102,C14-28 Alkyl Acid,C14-28 Alkyl Acid,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_293e5acf8699,Oxide (CI 77491),Oxide (CI 77491),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2941e5325c80,Caprylyl/Capryl Glycosides,Caprylyl/Capryl Glycosides,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29422ad3f8e3,Farnesol (F.I.L. BAX534/1),Farnesol (F.I.L. BAX534/1),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2944a5fc7018,PVP/VA Copolymer,PVP/VA Copolymer,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2944f8c77bf6,Citronellol (naturally occurring in essential oils),Citronellol (naturally occurring in essential oils),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294a6fbd2daf,Carrot Root Extract,Carrot Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294b8d791c31,Etidronic Acid. Nourishing Color Mask: Aqua/Water/Eau,Etidronic Acid. Nourishing Color Mask: Aqua/Water/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294e2d83d10f,Elettaria Cardamomum (Cardamom) Seed Extract,Elettaria Cardamomum (Cardamom) Seed Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294e3113f3f0,Ci 77499/Iron Oxides Ci 77891/Titanium Dioxide Ci 77163/Bismuth Oxychloride. Fil Code B269994/1,Ci 77499/Iron Oxides Ci 77891/Titanium Dioxide Ci 77163/Bismuth Oxychloride. Fil Code B269994/1,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294ea2b5fe0d,Alcohol. \*Plant-Based \*\*Naturally derived fragrance,Alcohol. \*Plant-Based \*\*Naturally derived fragrance,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_294fc2929530,Desert Rose,Desert Rose,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2951ae3b326b,Citrus Sinensis Peel Oil (Sweet Orange). Snail Repair Cream: Aloe Barbadensis Leaf Juice (Organic Aloe),Citrus Sinensis Peel Oil (Sweet Orange). Snail Repair Cream: Aloe Barbadensis Leaf Juice (Organic Aloe),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_295492a8fd06,Tremella fuciformis Sporocarp Extract,Tremella fuciformis Sporocarp Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2955753a35a5,Hamamelis Virginiana (Witch Hazel) Distillate,Hamamelis Virginiana (Witch Hazel) Distillate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29575f50b6ef,Perfluorononyl Dimethicone,Perfluorononyl Dimethicone,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_295772888762,Gamma-Undecalactone,Gamma-Undecalactone,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29597401cf99,Salicylic Acid. Inactive: Butyl Avocadate,Salicylic Acid. Inactive: Butyl Avocadate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_295f5520b76e,Pentafluoropropane,Pentafluoropropane,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_295f6f3f0833,Ci 147 / Red 4,Ci 147 / Red 4,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2961c0859418,Marigold (Calendula) Extract,Marigold (Calendula) Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_296212efc4b8,Titanium Dioxide (CI 77891). 'Solar Flare': Water/Aqua/Eau,Titanium Dioxide (CI 77891). 'Solar Flare': Water/Aqua/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29634442024c,Disodium Sebacoyl Bis-Lauramidolysine,Disodium Sebacoyl Bis-Lauramidolysine,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29655d102b1a,Sodium Phytate. Ceramic Slip Cleanser 30ml/1 fl oz: Water,Sodium Phytate. Ceramic Slip Cleanser 30ml/1 fl oz: Water,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2966468ab3b8,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_296748289cda,Terephthalylidene Dicamphor Sulfonic Acid,Terephthalylidene Dicamphor Sulfonic Acid,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29686ddaef72,Cera Carnauba (Copernicia Cerifera Wax),Cera Carnauba (Copernicia Cerifera Wax),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29694d4eef39,Juniperus Communis Fruit Water,Juniperus Communis Fruit Water,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_296c0a9b06f6,organic dark sweet cherry juice concentrate,organic dark sweet cherry juice concentrate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_296e39fe06be,Cl 77499 (Iron Oxides),Cl 77499 (Iron Oxides),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29798bbb6d84,Glycyrrhiza Glabra (Organic Licorice) Root Extract,Glycyrrhiza Glabra (Organic Licorice) Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2979ab3e6c5c,Lavender oil /Clary Sageoil,Lavender oil /Clary Sageoil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_297c551aebfb,Potassium Sorbate. The list of,Potassium Sorbate. The list of,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2983488ba089,Geraniol. Black Tea Renewal Face Cream: Aqua (Water),Geraniol. Black Tea Renewal Face Cream: Aqua (Water),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2984f673f0c0,Crystalline Silica,Crystalline Silica,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29860053537e,Litsea Cubeba Fruit Oil,Litsea Cubeba Fruit Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_298606b359f5,Citric Acid Limonene (Naturally Occurring In Essential Oils / Naturellement Présent Dans Les Huiles Essentielles),Citric Acid Limonene (Naturally Occurring In Essential Oils / Naturellement Présent Dans Les Huiles Essentielles),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2986435912ce,plant-based hyaluronic acid and betaine,plant-based hyaluronic acid and betaine,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2987a5a4b35d,Benzyl Salicylate. Capri in a Bottle Lemon Sugar|14 Eau de Parfum (10ml): Sd Alcohol 40-b/Alcohol Denat,Benzyl Salicylate. Capri in a Bottle Lemon Sugar|14 Eau de Parfum (10ml): Sd Alcohol 40-b/Alcohol Denat,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29882bf0a98d,Helianthus Annuus (Sunflower),Helianthus Annuus (Sunflower),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_298db2b83838,Bellis Perennis (Daisy) Extract,Bellis Perennis (Daisy) Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_298e820e6808,Phospholipid Complex (Non-GMO Sunflower Oil,Phospholipid Complex (Non-GMO Sunflower Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2998c4c3fe2c,Pelargonium Graveolens Oil. *From Lactic Acid. Transforming Facial Cream: Aqua/Water/Eau,Pelargonium Graveolens Oil. *From Lactic Acid. Transforming Facial Cream: Aqua/Water/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29996cbfe30a,Opuntia Tuna Extract,Opuntia Tuna Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_299aba7e5711,Basic Blue 124,Basic Blue 124,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_299c56917edf,Steam-Distilled Citrus Aurantium Dulcis Peel Oil,Steam-Distilled Citrus Aurantium Dulcis Peel Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_299d0912a2e9,Citrus Ta Chibana/Citrus,Citrus Ta Chibana/Citrus,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_299f3e0be6c3,Red 6 (Ci 15850). Astral Moon Flower: Polybutene,Red 6 (Ci 15850). Astral Moon Flower: Polybutene,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29a18ea6e571,Cucumis Sativus Fruit Extract / Cucumber Fruit Extract,Cucumis Sativus Fruit Extract / Cucumber Fruit Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29a32e28cd9c,Acetyl Hexapeptide-8. H.A. Intensifier: Aqua / Water / Eau,Acetyl Hexapeptide-8. H.A. Intensifier: Aqua / Water / Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29a90b423ea9,Benzophenone-4,Benzophenone-4,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29a92827884b,Actinidia Chinensis (Kiwi) Leaf Extract,Actinidia Chinensis (Kiwi) Leaf Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29ab8711f47a,Tin Oxide +/- May Contain/Peut Contenir: Titanium Dioxide (CI 77891),Tin Oxide +/- May Contain/Peut Contenir: Titanium Dioxide (CI 77891),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29ac202f41d0,Used For Ceramide Delivery. \*\*\* Sunflower Derived Vitamin E. Revitalizing Eye Cream: Water,Used For Ceramide Delivery. \*\*\* Sunflower Derived Vitamin E. Revitalizing Eye Cream: Water,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29ad5d1e7bb5,Phanthenol,Phanthenol,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29afa7cba1a8,Mossy Stone: Water/Aqua/Eau,Mossy Stone: Water/Aqua/Eau,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29afe74b7a4a,Bisabalol,Bisabalol,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29b88b237d7f,Tamarindus Indica Seed Extract,Tamarindus Indica Seed Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29b8ed88a75f,Iron Oxides. * Natural Fragrance,Iron Oxides. * Natural Fragrance,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29b972f2955f,Glycyrrhiza Gabra Root Extract,Glycyrrhiza Gabra Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29be21ee9de5,Nelumbo Nucifera,Nelumbo Nucifera,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29c07acb5c02,Fragrance made of natural essential oils and/or plant extracts,Fragrance made of natural essential oils and/or plant extracts,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29c3bb380d2c,Rose Damascena Flotheyr Oil,Rose Damascena Flotheyr Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29c9db213807,Tocopherol. \*Form of Vitamin A. Triple C Night Cream: Deionized Water (Aqua),Tocopherol. \*Form of Vitamin A. Triple C Night Cream: Deionized Water (Aqua),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29cb6c3853c5,Rhodiola Rosea (Rhodiola) Root Extract,Rhodiola Rosea (Rhodiola) Root Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29cca5314c89,Fil Code D202640/1,Fil Code D202640/1,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29cda6eae5eb,Tetrasodium EDTA,Tetrasodium EDTA,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29cde4e5fafe,Moringa Oleifera (Moringa) Oil,Moringa Oleifera (Moringa) Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29d3ddb8e1b5,Laueth-3,Laueth-3,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29d448e13be8,Citric Acid. (T3373a1),Citric Acid. (T3373a1),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29d612e130fc,Selenium (Selenomethionine) 100mcg,Selenium (Selenomethionine) 100mcg,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29db4640e41f,aspalathus linearis (rooibos) extract,aspalathus linearis (rooibos) extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29de51b58ccb,Ceramide Np (Plant Fermentation-Derived)\,Ceramide Np (Plant Fermentation-Derived)\,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29df70c4f409,EGF (Barley Sh-Oligopeptide-1). Cream: Water (Aqua),EGF (Barley Sh-Oligopeptide-1). Cream: Water (Aqua),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29e05315850f,Behenic Acid. \* Certified Organic. \*\* Plant-Derived,Behenic Acid. \* Certified Organic. \*\* Plant-Derived,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29e34e9e0b6c,Linalool. Double Duty Face Moisturizer SPF 20: -Octinoxate -Avobenzone Flower Oil,Linalool. Double Duty Face Moisturizer SPF 20: -Octinoxate -Avobenzone Flower Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29e5a83c92a3,Aloe Ferox (Aloe Africana) Extract,Aloe Ferox (Aloe Africana) Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29ef1067e281,Iron Oxides (CI 77491). Formulations and ingredients may be occasionally modified. You can find up to date information about this product on its package and its leaflet,Iron Oxides (CI 77491). Formulations and ingredients may be occasionally modified. You can find up to date information about this product on its package and its leaflet,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f0c1f31804,Lactobacillus Crispatus,Lactobacillus Crispatus,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f22daad2a1,Origanum Vulgare Extract,Origanum Vulgare Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f49e4f5e73,Diospyros Mespiliformis Leaf Extract,Diospyros Mespiliformis Leaf Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f53de943c1,Morina Oleifera Seed Oil,Morina Oleifera Seed Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f611138742,cupressus semperviren (cypress) oil,cupressus semperviren (cypress) oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29f8bc29ac65,Hydrogenated Castor Oil Hydroxystearate,Hydrogenated Castor Oil Hydroxystearate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29fc7cbee746,Leuconostoc/ Radish Foot Ferment Filtrate,Leuconostoc/ Radish Foot Ferment Filtrate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29fc8cfa40ec,Malus Domestica Fruit Cell,Malus Domestica Fruit Cell,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29fd899101bc,Opunita Ficus-Indica Fruit Extract,Opunita Ficus-Indica Fruit Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_29fe19348e1a,Citrus Aurantium (Bitter Orange) Flower Oil,Citrus Aurantium (Bitter Orange) Flower Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a0176daf27a,Iron Oxides (CI 77491). Renaissance Nutri-Active Brightening and Resurfacing Mask (14ml): Glycerin,Iron Oxides (CI 77491). Renaissance Nutri-Active Brightening and Resurfacing Mask (14ml): Glycerin,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a03828b5df0,Phosphatidylcholine,Phosphatidylcholine,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a0530bae4c6,Zanthoxylum Piperitum Fruit Extract,Zanthoxylum Piperitum Fruit Extract,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a07c2aecb1e,Salicyclic Acid,Salicyclic Acid,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a085e5d99ab,lyceryl Stearate,lyceryl Stearate,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a0cd6c9c526,Capryhydrixamix Acid,Capryhydrixamix Acid,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a0fc814e3a3,Palmitoyl Tetrapeptide-95. Contains Vitamin Cg,Palmitoyl Tetrapeptide-95. Contains Vitamin Cg,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a12b7409391,hypromellose,hypromellose,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a15a6ec063a,Carmine (Ci 75470). Temptation: Mica,Carmine (Ci 75470). Temptation: Mica,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a1bb59b435f,PEG-50 Hydrogenated Castor Oil,PEG-50 Hydrogenated Castor Oil,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a1c44cf0a45,Polyacrylate-15,Polyacrylate-15,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a1c6f1063ba,Lysophosphatidylcholine,Lysophosphatidylcholine,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a20e334928d,Phenylalanine. Superbalm: Hydrogenated Polyisobutene,Phenylalanine. Superbalm: Hydrogenated Polyisobutene,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a2231ede013,Hemidesmus Indicus (Indian Sarsaparilla),Hemidesmus Indicus (Indian Sarsaparilla),Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
foreign_pending_2a2415c50852,-Proprietary,-Proprietary,Foreign pending ingredient. Generated from source ingredient text; canonical mapping required.,
