ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
gardenia_florida_fruit_extract,치자추출물,Gardenia Florida Fruit Extract,551,551,,,exact_name,GARDENIA FLORIDA FRUIT EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tyrosine,타이로신,Tyrosine,551,551,,,exact_name,TYROSINE,ANTISTATIC|FRAGRANCE|HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
fructose,프룩토오스,Fructose,549,549,,,exact_name,FRUCTOSE,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tridecyl_trimellitate,트라이데실트라이멜리테이트,Tridecyl Trimellitate,549,549,,,exact_name,TRIDECYL TRIMELLITATE,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
portulaca_oleracea_extract,쇠비름추출물,Portulaca Oleracea Extract,548,548,,,exact_name,PORTULACA OLERACEA EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
magnesium_myristate,마그네슘미리스테이트,Magnesium Myristate,546,546,,,exact_name,MAGNESIUM MYRISTATE,ANTICAKING|OPACIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
quaternium_90_bentonite,쿼터늄-90벤토나이트,Quaternium-90 Bentonite,546,546,,,exact_name,QUATERNIUM-90 BENTONITE,VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ulmus_davidiana_root_extract,당느릅나무뿌리추출물,Ulmus Davidiana Root Extract,546,546,,,exact_name,ULMUS DAVIDIANA ROOT EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
c9_12_alkane,C9-12알케인,C9-12 Alkane,545,545,,,exact_name,C9-12 ALKANE,HAIR CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SKIN CONDITIONING - MISCELLANEOUS|SKIN CONDITIONING - OCCLUSIVE|SOLVENT,"Please consider whether entry 875 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 875, Distillates (petroleum), hydrotreated middle, except if the full refining history is known and it can be shown that the substance from which it is produced is not a carcinogen.",0,,,N,Y,Y,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phenylpropanol,페닐프로판올,Phenylpropanol,544,544,,,exact_name,PHENYLPROPANOL,FRAGRANCE|PERFUMING|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
magnesium_ascorbyl_phosphate,마그네슘아스코빌포스페이트,Magnesium Ascorbyl Phosphate,542,542,,,exact_name,MAGNESIUM ASCORBYL PHOSPHATE,ANTIOXIDANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ammonium_polyacryloyldimethyl_taurate,암모늄폴리아크릴로일다이메틸타우레이트,Ammonium Polyacryloyldimethyl Taurate,540,540,,,exact_name,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,EMULSION STABILISING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
microcrystalline_cellulose,마이크로크리스탈린셀룰로오스,Microcrystalline Cellulose,539,539,,,exact_name,MICROCRYSTALLINE CELLULOSE,ABRASIVE|ABSORBENT|ANTICAKING|BULKING|EMULSION STABILISING|LIGHT STABILIZER|OPACIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
butylene_glycol_dicaprylate_dicaprate,부틸렌글라이콜다이카프릴레이트/다이카프레이트,Butylene Glycol Dicaprylate/Dicaprate,538,538,,,exact_name,BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cysteine,시스테인,Cysteine,536,536,,,exact_name,CYSTEINE,ANTIOXIDANT|ANTISTATIC|FRAGRANCE|HAIR CONDITIONING|HAIR WAVING OR STRAIGHTENING|REDUCING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_lauroyl_glutamate,소듐라우로일글루타메이트,Sodium Lauroyl Glutamate,536,536,,,exact_name,SODIUM LAUROYL GLUTAMATE,ANTISTATIC|HAIR CONDITIONING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
biosaccharide_gum_1,바이오사카라이드검-1,Biosaccharide Gum-1,534,534,,,exact_name,BIOSACCHARIDE GUM-1,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
auricula_vitis_labrusca_fruit_helianthus_tuberosus_tub_kcia_6682,아이소아밀라우레이트,Auricula/Vitis Labrusca Fruit/Helianthus Tuberosus Tuber Ferment Extract Isoamyl Laurate,532,532,,,not_matched,,,,0,,,N,N,N,Y,Y,not_selected,not_selected,6축 효능 후보 신호 없음,,
hydrogenated_ethylhexyl_olivate,하이드로제네이티드에틸헥실올리베이트,Hydrogenated Ethylhexyl Olivate,532,532,,,exact_name,HYDROGENATED ETHYLHEXYL OLIVATE,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sorbitan_sesquiisostearate,솔비탄세스퀴아이소스테아레이트,Sorbitan Sesquiisostearate,531,531,,,exact_name,SORBITAN SESQUIISOSTEARATE,SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
barium_sulfate,바륨설페이트,Barium Sulfate,530,530,,,exact_name,BARIUM SULFATE,COLORANT|OPACIFYING,IV/122,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
soluble_collagen,수용성콜라겐,Soluble Collagen,532,530,,,exact_name,SOLUBLE COLLAGEN,ANTISTATIC|FILM FORMING|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
saccharum_officinarum_sugarcane_extract,사탕수수추출물,Saccharum Officinarum (Sugarcane) Extract,529,529,,,official_name_variant,SACCHARUM OFFICINARUM EXTRACT,MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_cocoyl_glutamate,소듐코코일글루타메이트,Sodium Cocoyl Glutamate,529,529,,,exact_name,SODIUM COCOYL GLUTAMATE,CLEANSING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
3_o_ethyl_ascorbic_acid,3-O-에틸아스코빅애씨드,3-O-Ethyl Ascorbic Acid,526,526,,,exact_name,3-O-ETHYL ASCORBIC ACID,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_armeniaca_apricot_kernel_oil,살구씨오일,Prunus Armeniaca (Apricot) Kernel Oil,525,525,,,official_name_variant,PRUNUS ARMENIACA KERNEL OIL,FRAGRANCE|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_levulinate,소듐레불리네이트,Sodium Levulinate,521,521,,,exact_name,SODIUM LEVULINATE,SKIN CONDITIONING - MISCELLANEOUS,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
centella_asiatica_leaf_extract,병풀잎추출물,Centella Asiatica Leaf Extract,520,520,,,exact_name,CENTELLA ASIATICA LEAF EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hibiscus_sabdariffa_flower_extract,히비스커스꽃추출물,Hibiscus Sabdariffa Flower Extract,520,520,,,exact_name,HIBISCUS SABDARIFFA FLOWER EXTRACT,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
benzophenone_4,벤조페논-4,Benzophenone-4,519,519,,,exact_name,BENZOPHENONE-4,LIGHT STABILIZER|UV ABSORBER|UV FILTER,VI/22,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
methylchloroisothiazolinone,메칠클로로이소치아졸리논,Methylchloroisothiazolinone,516,516,,,exact_name,METHYLCHLOROISOTHIAZOLINONE,PRESERVATIVE,V/39,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglutamic_acid,폴리글루타믹애씨드,Polyglutamic Acid,516,516,,,exact_name,POLYGLUTAMIC ACID,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
zinc_gluconate,징크글루코네이트,Zinc Gluconate,515,515,,,exact_name,ZINC GLUCONATE,ANTIMICROBIAL|DEODORANT|ORAL CARE|SKIN CONDITIONING,III/24,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
diisopropyl_sebacate,다이아이소프로필세바케이트,Diisopropyl Sebacate,514,514,,,exact_name,DIISOPROPYL SEBACATE,PLASTICISER|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
palmitoyl_pentapeptide_4,팔미토일펜타펩타이드-4,Palmitoyl Pentapeptide-4,513,513,,,exact_name,PALMITOYL PENTAPEPTIDE-4,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_acetate,소듐아세테이트,Sodium Acetate,513,513,,,exact_name,SODIUM ACETATE,BUFFERING|FRAGRANCE,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
vp_va_copolymer,브이피/브이에이코폴리머,VP/VA Copolymer,512,512,,,exact_name,VP/VA COPOLYMER,BINDING|FILM FORMING|HAIR FIXING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_dilauramidoglutamide_lysine,소듐다이라우미도글루타미드라이신,Sodium Dilauramidoglutamide Lysine,512,510,,,exact_name,SODIUM DILAURAMIDOGLUTAMIDE LYSINE,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
capryloyl_salicylic_acid,카프릴로일살리실릭애씨드,Capryloyl Salicylic Acid,506,506,,exfoliant_caution,exact_name,CAPRYLOYL SALICYLIC ACID,SKIN CONDITIONING,,0,,,N,N,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ethoxydiglycol,에톡시다이글라이콜,Ethoxydiglycol,505,505,,,exact_name,ETHOXYDIGLYCOL,HUMECTANT|PERFUMING|SOLVENT,III/297,1,,,N,Y,Y,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
chondrus_crispus_extract,아이리쉬모스추출물,Chondrus Crispus Extract,504,504,,,exact_name,CHONDRUS CRISPUS EXTRACT,SKIN CONDITIONING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pueraria_lobata_root_extract,칡뿌리추출물,Pueraria Lobata Root Extract,508,504,,,exact_name,PUERARIA LOBATA ROOT EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cocamide_mipa,코카마이드미파,Cocamide MIPA,502,502,,,exact_name,COCAMIDE MIPA,EMULSION STABILISING|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING|SURFACTANT - FOAM BOOSTING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
fructooligosaccharides,프룩토올리고사카라이드,Fructooligosaccharides,502,502,,,exact_name,FRUCTOOLIGOSACCHARIDES,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
citrus_aurantium_dulcis_orange_fruit_extract,오렌지추출물,Citrus Aurantium Dulcis (Orange) Fruit Extract,501,501,,,official_name_variant,CITRUS AURANTIUM DULCIS FRUIT EXTRACT,FRAGRANCE|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
vp_hexadecene_copolymer,브이피/헥사데센코폴리머,VP/Hexadecene Copolymer,500,500,,,exact_name,VP/HEXADECENE COPOLYMER,BINDING|DISPERSING NON-SURFACTANT|FILM FORMING|HAIR FIXING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrogenated_starch_hydrolysate,하이드로제네이티드스타치하이드롤리세이트,Hydrogenated Starch Hydrolysate,500,497,,,exact_name,HYDROGENATED STARCH HYDROLYSATE,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
laureth_4,라우레스-4,Laureth-4,495,495,,,exact_name,LAURETH-4,ANTISTATIC|FRAGRANCE|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
potassium_chloride,포타슘클로라이드,Potassium Chloride,495,495,,,exact_name,POTASSIUM CHLORIDE,VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
c11_15_alketh_7,C11-15알케스-7,C11-15 Alketh-7,492,492,,,exact_name,C11-15 ALKETH-7,SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
c13_14_isoalkane,C13-14아이소알케인,C13-14 Isoalkane,491,491,,,exact_name,C13-14 ISOALKANE,SKIN CONDITIONING - MISCELLANEOUS|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_dna,소듐디엔에이,Sodium DNA,489,489,,,exact_name,SODIUM DNA,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bakuchiol,바쿠치올,Bakuchiol,487,487,,,exact_name,BAKUCHIOL,ANTIMICROBIAL|ANTIOXIDANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,effect_moisture_barrier,effect_moisture_barrier:medium:SKIN CONDITIONING - EMOLLIENT,Y,N,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
inositol,이노시톨,Inositol,487,487,,,exact_name,INOSITOL,ANTISTATIC|HAIR CONDITIONING|HUMECTANT,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
melaleuca_alternifolia_tea_tree_leaf_oil,티트리잎오일,Melaleuca Alternifolia (Tea Tree) Leaf Oil,487,487,,,not_matched,,,,0,,,N,N,N,Y,Y,not_selected,not_selected,6축 효능 후보 신호 없음,,
avena_sativa_oat_kernel_extract,귀리커넬추출물,Avena Sativa (Oat) Kernel Extract,486,486,,,official_name_variant,AVENA SATIVA KERNEL EXTRACT,ABRASIVE|ANTIOXIDANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dextran,덱스트란,Dextran,481,481,,,exact_name,DEXTRAN,BINDING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
oenothera_biennis_evening_primrose_oil,달맞이꽃오일,Oenothera Biennis (Evening Primrose) Oil,481,481,,,official_name_variant,OENOTHERA BIENNIS OIL,SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
diethylhexyl_syringylidenemalonate,다이에틸헥실시링질리덴말로네이트,Diethylhexyl Syringylidenemalonate,480,480,,,exact_name,DIETHYLHEXYL SYRINGYLIDENEMALONATE,SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropyl_starch_phosphate,하이드록시프로필스타치포스페이트,Hydroxypropyl Starch Phosphate,478,478,,,exact_name,HYDROXYPROPYL STARCH PHOSPHATE,BULKING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rosa_damascena_flower_oil,다마스크장미꽃오일,Rosa Damascena Flower Oil,478,478,,,exact_name,ROSA DAMASCENA FLOWER OIL,FRAGRANCE|SKIN CONDITIONING,III/366,0,,,N,Y,Y,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ectoin,엑토인,Ectoin,477,477,,,exact_name,ECTOIN,SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coconut_alkanes,코코넛알칸,Coconut Alkanes,476,476,,,exact_name,COCONUT ALKANES,SKIN CONDITIONING - EMOLLIENT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_acrylate_sodium_acryloyldimethyl_taurate_copolymer,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴 리머,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,474,474,,,exact_name,SODIUM ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,ANTICAKING|EMULSION STABILISING|FILM FORMING|OPACIFYING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
fast_acid_magenta,적색227호,Fast Acid Magenta,473,473,,,not_matched,,,,0,,,N,N,N,Y,Y,not_selected,not_selected,6축 효능 후보 신호 없음,,
laminaria_japonica_extract,다시마추출물,Laminaria Japonica Extract,470,470,,,exact_name,LAMINARIA JAPONICA EXTRACT,SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
laminaria_digitata_extract,호스테일켈프추출물,Laminaria Digitata Extract,468,468,,,exact_name,LAMINARIA DIGITATA EXTRACT,SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
passiflora_edulis_seed_oil,패션프룻씨오일,Passiflora Edulis Seed Oil,465,465,,,exact_name,PASSIFLORA EDULIS SEED OIL,SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
trisiloxane,트라이실록세인,Trisiloxane,463,463,,,exact_name,TRISILOXANE,ANTIFOAMING|SKIN CONDITIONING - MISCELLANEOUS,,0,,,N,Y,N,N,N,not_selected,not_selected,6축 효능 후보 신호 없음,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sclerocarya_birrea_seed_oil,마룰라씨오일,Sclerocarya Birrea Seed Oil,459,459,,,exact_name,SCLEROCARYA BIRREA SEED OIL,HAIR CONDITIONING|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
salvia_officinalis_sage_leaf_extract,살비아잎추출물,Salvia Officinalis (Sage) Leaf Extract,455,455,,,official_name_variant,SALVIA OFFICINALIS LEAF EXTRACT,ANTI-SEBORRHEIC|CLEANSING|ORAL CARE|SKIN CONDITIONING|TONIC,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tranexamic_acid,트라넥사믹애씨드,Tranexamic Acid,436,436,effect_brightening,,exact_name,TRANEXAMIC ACID,ASTRINGENT|SKIN CONDITIONING,,0,effect_brightening,effect_brightening:current_runtime,Y,N,N,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
