ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
collagen,콜라겐,Collagen,432,430,,,exact_name,COLLAGEN,HAIR CONDITIONING|MOISTURISING|SKIN CONDITIONING,,0,effect_moisture_barrier,effect_moisture_barrier:high:MOISTURISING,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tremella_fuciformis_sporocarp_extract,흰목이버섯포자낭과추출물,Tremella Fuciformis Sporocarp Extract,421,421,,,exact_name,TREMELLA FUCIFORMIS SPOROCARP EXTRACT,ANTIOXIDANT|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_persica_peach_fruit_extract,복숭아추출물,Prunus Persica (Peach) Fruit Extract,419,419,,,official_name_variant,PRUNUS PERSICA FRUIT EXTRACT,ABRASIVE|BULKING|MOISTURISING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rubus_idaeus_raspberry_fruit_extract,라즈베리추출물,Rubus Idaeus (Raspberry) Fruit Extract,399,399,,,official_name_variant,RUBUS IDAEUS FRUIT EXTRACT,ASTRINGENT|KERATOLYTIC|SKIN CONDITIONING|SMOOTHING|TONIC,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dimethylsilanol_hyaluronate,다이메틸실란올하이알루로네이트,Dimethylsilanol Hyaluronate,398,398,,,exact_name,DIMETHYLSILANOL HYALURONATE,HUMECTANT|MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
honey_extract,꿀추출물,Honey Extract,393,393,,,exact_name,HONEY EXTRACT,FLAVOURING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
vitis_vinifera_grape_seed_extract,포도씨추출물,Vitis Vinifera (Grape) Seed Extract,371,371,,,official_name_variant,VITIS VINIFERA SEED EXTRACT,ANTI-SEBORRHEIC|ANTIMICROBIAL|ANTIOXIDANT|ORAL CARE|SKIN PROTECTING|UV ABSORBER,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
camellia_sinensis_seed_oil,녹차씨오일,Camellia Sinensis Seed Oil,363,363,,,exact_name,CAMELLIA SINENSIS SEED OIL,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bis_peg_18_methyl_ether_dimethyl_silane,비스-피이지-18메틸에터다이메틸실레인,Bis-PEG-18 Methyl Ether Dimethyl Silane,352,352,,,exact_name,BIS-PEG-18 METHYL ETHER DIMETHYL SILANE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SURFACTANT - CLEANSING|SURFACTANT - FOAM BOOSTING|SURFACTANT - HYDROTROPE,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hamamelis_virginiana_witch_hazel_water,버지니아풍년화수,Hamamelis Virginiana (Witch Hazel) Water,342,342,,,official_name_variant,HAMAMELIS VIRGINIANA WATER,ASTRINGENT|HAIR CONDITIONING|SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_hyaluronate_dimethylsilanol,소듐하이알루로네이트다이메틸실란올,Sodium Hyaluronate Dimethylsilanol,342,342,,,exact_name,SODIUM HYALURONATE DIMETHYLSILANOL,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
piroctone_olamine,피록톤올아민,Piroctone Olamine,337,337,,,exact_name,PIROCTONE OLAMINE,ANTI-SEBORRHEIC|PRESERVATIVE,III/61 V/35,0,effect_acne_sebum,effect_acne_sebum:high:ANTI-SEBORRHEIC,Y,Y,Y,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tremella_fuciformis_mushroom_extract,흰목이버섯추출물,Tremella Fuciformis (Mushroom) Extract,328,328,,,official_name_variant,TREMELLA FUCIFORMIS EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
acetyl_tetrapeptide_5,아세틸테트라펩타이드-5,Acetyl Tetrapeptide-5,326,326,,,exact_name,ACETYL TETRAPEPTIDE-5,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
terminalia_ferdinandiana_fruit_extract,카카두플럼추출물,Terminalia Ferdinandiana Fruit Extract,325,323,,,exact_name,TERMINALIA FERDINANDIANA FRUIT EXTRACT,ANTIOXIDANT|BLEACHING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
zinc_chloride,징크클로라이드,Zinc Chloride,320,320,,,exact_name,ZINC CHLORIDE,ANTIMICROBIAL|ASTRINGENT|ORAL CARE|SOOTHING,III/24,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,Y,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sea_water,해수,Sea Water,312,312,,,exact_name,SEA WATER,HUMECTANT|SOLVENT,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
acetyl_octapeptide_3,아세틸옥타펩타이드-3,Acetyl Octapeptide-3,308,308,,,exact_name,ACETYL OCTAPEPTIDE-3,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_polyaspartate,소듐폴리아스파테이트,Sodium Polyaspartate,290,290,,,exact_name,SODIUM POLYASPARTATE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
triticum_vulgare_wheat_germ_oil,밀배아오일,Triticum Vulgare (Wheat) Germ Oil,286,286,,,official_name_variant,TRITICUM VULGARE GERM OIL,HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
capryloyl_glycine,카프릴로일글라이신,Capryloyl Glycine,273,273,,,exact_name,CAPRYLOYL GLYCINE,ANTI-SEBORRHEIC|ANTI-SEBUM|ANTIMICROBIAL|DEODORANT|HAIR CONDITIONING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
colloidal_oatmeal,콜로이달오트밀,Colloidal Oatmeal,270,270,effect_calming|effect_moisture_barrier,,exact_name,COLLOIDAL OATMEAL,ABRASIVE|ABSORBENT|BULKING|SKIN PROTECTING,,0,effect_calming|effect_moisture_barrier,effect_moisture_barrier:medium:SKIN PROTECTING|effect_calming:current_runtime|effect_moisture_barrier:current_runtime,Y,Y,N,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
licorice_extract,감초추출물,Licorice Extract,269,269,effect_brightening|effect_calming,,not_matched,,,,0,effect_brightening|effect_calming,effect_brightening:current_runtime|effect_calming:current_runtime,Y,N,N,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,,
hedera_helix_ivy_leaf_stem_extract,서양송악잎/줄기추출물,Hedera Helix (Ivy) Leaf/Stem Extract,264,264,,,official_name_variant,HEDERA HELIX LEAF/STEM EXTRACT,ANTICAKING|ANTIMICROBIAL|ASTRINGENT|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ethyl_vanillin,에틸바닐린,Ethyl Vanillin,257,257,,,exact_name,ETHYL VANILLIN,FRAGRANCE|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_mume_fruit_extract,매실추출물,Prunus Mume Fruit Extract,252,252,,,exact_name,PRUNUS MUME FRUIT EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
arbutin,알부틴,Arbutin,251,251,effect_brightening,,exact_name,ARBUTIN,ANTIOXIDANT|BLEACHING|SKIN CONDITIONING - MISCELLANEOUS,III/378,1,effect_brightening,effect_brightening:high:BLEACHING|effect_brightening:current_runtime,Y,N,Y,N,N,current_runtime,existing_runtime,기존 ingredient_effect 런타임 조합,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cocos_nucifera_coconut_fruit_juice,코코넛야자열매즙,Cocos Nucifera (Coconut) Fruit Juice,248,248,,,official_name_variant,COCOS NUCIFERA FRUIT JUICE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
fucus_vesiculosus_extract,블래더랙추출물,Fucus Vesiculosus Extract,247,247,,,exact_name,FUCUS VESICULOSUS EXTRACT,SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SMOOTHING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glycogen,글라이코젠,Glycogen,245,245,,,exact_name,GLYCOGEN,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phytantriol,피탄트라이올,Phytantriol,239,239,,,exact_name,PHYTANTRIOL,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
wheat_amino_acids,밀아미노산,Wheat Amino Acids,237,237,,,exact_name,WHEAT AMINO ACIDS,HAIR CONDITIONING|SKIN CONDITIONING|SKIN PROTECTING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
achillea_millefolium_extract,서양톱풀추출물,Achillea Millefolium Extract,229,229,,,exact_name,ACHILLEA MILLEFOLIUM EXTRACT,ANTI-SEBORRHEIC|CLEANSING|FRAGRANCE|REFRESHING|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rhamnose,람노오스,Rhamnose,224,224,,,exact_name,RHAMNOSE,FRAGRANCE|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
equisetum_arvense_extract,쇠뜨기추출물,Equisetum Arvense Extract,222,222,,,exact_name,EQUISETUM ARVENSE EXTRACT,ASTRINGENT|SKIN CONDITIONING - EMOLLIENT|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
mannose,만노오스,Mannose,221,221,,,exact_name,MANNOSE,HUMECTANT,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,N,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglycerin_6,폴리글리세린-6,Polyglycerin-6,220,220,,,exact_name,POLYGLYCERIN-6,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
salvia_hispanica_seed_oil,멕시칸치아씨오일,Salvia Hispanica Seed Oil,219,219,,,exact_name,SALVIA HISPANICA SEED OIL,MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_ppg_polybutylene_glycol_8_5_3_glycerin,피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin,218,218,,,exact_name,PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_corn_starch,하이드롤라이즈드옥수수전분,Hydrolyzed Corn Starch,217,217,,,exact_name,HYDROLYZED CORN STARCH,BINDING|HUMECTANT|SKIN CONDITIONING|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
silk_amino_acids,실크아미노산,Silk Amino Acids,216,216,,,exact_name,SILK AMINO ACIDS,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropylammonium_gluconate,하이드록시프로필암모늄글루코네이트,Hydroxypropylammonium Gluconate,213,213,,,exact_name,HYDROXYPROPYLAMMONIUM GLUCONATE,HAIR CONDITIONING|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
saccharomyces_lysate_extract,효모용해추출물,Saccharomyces Lysate Extract,213,213,,,exact_name,SACCHAROMYCES LYSATE EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_polyglutamate,소듐폴리글루타메이트,Sodium Polyglutamate,212,212,,,exact_name,SODIUM POLYGLUTAMATE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
persea_gratissima_avocado_fruit_extract,아보카도열매추출물,Persea Gratissima (Avocado) Fruit Extract,211,211,,,official_name_variant,PERSEA GRATISSIMA FRUIT EXTRACT,MOISTURISING|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SMOOTHING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phyllanthus_emblica_fruit_extract,인디안구스베리열매추출물,Phyllanthus Emblica Fruit Extract,212,211,,,exact_name,PHYLLANTHUS EMBLICA FRUIT EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropylgluconamide,하이드록시프로필글루콘아마이드,Hydroxypropylgluconamide,210,210,,,exact_name,HYDROXYPROPYLGLUCONAMIDE,HAIR CONDITIONING|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
2_3_butanediol,"2,3-부탄다이올","2,3-Butanediol",205,205,,,exact_name,"2,3-BUTANEDIOL",FRAGRANCE|HUMECTANT|SKIN CONDITIONING|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
alpha_arbutin,알파-알부틴,Alpha-Arbutin,207,205,,,exact_name,ALPHA-ARBUTIN,ANTIOXIDANT|BLEACHING|SKIN CONDITIONING - MISCELLANEOUS,III/377,2,effect_brightening,effect_brightening:high:BLEACHING,Y,N,Y,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
stearyl_glycyrrhetinate,스테아릴글리시레티네이트,Stearyl Glycyrrhetinate,205,205,,,exact_name,STEARYL GLYCYRRHETINATE,SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
