ingredient_rank,ingredient_id,name_ko,name_en,canonical_name,ingredient_entity_type,product_count,search_status,search_result_status,source_status_json,sources_searched,sources_not_searched,raw_candidate_count,deduplicated_paper_count,representative_paper_count,eligibility_status,all_eligibility_statuses,verification_status,all_verification_statuses,applicability_status,all_applicability_statuses,effect_mapping_status,outcome_direction,score_status,machine_signal_status,primary_status,all_statuses,all_machine_signal_statuses,conflicting_evidence,candidate_effect_ids,new_effect_candidates,representative_paper_keys,full_text_gate,status_scope,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
109,cocos_nucifera_coconut_oil,코코넛야자오일,Cocos Nucifera (Coconut) Oil,Cocos Nucifera (Coconut) Oil,not_extracted,2936,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,52,46,3,wrong_ingredient,ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,general_skin|not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1371/journal.pntd.0007822|DOI:10.53378/jahsmr.353171|DOI:10.5937/scriptamed52-30814,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
110,isopropyl_alcohol,아이소프로필알코올,Isopropyl Alcohol,Isopropyl Alcohol,not_extracted,2897,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,159,130,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:37272501|PMID:22530219|PMID:21373326,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
111,ceramide_np,세라마이드엔피,Ceramide NP,Ceramide NP,not_extracted,2859,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,101,90,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:18416754|PMID:29335742|DOI:10.25259/csdm_175_2024,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
112,alumina,알루미나,Alumina,Alumina,not_extracted,2856,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,164,150,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|safety_only|reject_wrong_scope,N,,,PMID:14276779|DOI:10.1159/000211162|PMID:26353706,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
113,olea_europaea_olive_fruit_oil,올리브오일,Olea Europaea (Olive) Fruit Oil,Olea Europaea (Olive) Fruit Oil,not_extracted,2737,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:zero_results|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,50,47,3,wrong_ingredient,wrong_ingredient,abstract_only,abstract_only|correction_pending|full_text_unavailable,not_applicable,not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1007/s11746-999-0090-7|DOI:10.1034/j.1399-3054.1997.1010115.x|DOI:10.1079/cabicompendium.37336,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
114,coco_caprylate_caprate,코코-카프릴레이트/카프레이트,Coco-Caprylate/Caprate,Coco-Caprylate/Caprate,not_extracted,2735,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,52,48,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,PMID:41235541|DOI:10.1111/srt.70361|PMID:33299009,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
115,peg_100_stearate,피이지-100스테아레이트,PEG-100 Stearate,PEG-100 Stearate,not_extracted,2700,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,51,45,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,PMID:39282719|DOI:10.1159/000049396|DOI:10.1080/10915810152902556,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
116,glycine,글라이신,Glycine,Glycine,not_extracted,2677,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success_protocol_capped|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,200,188,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:25378941|PMID:38375775|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
117,aloe_barbadensis_leaf_juice,알로에베라잎즙,Aloe Barbadensis Leaf Juice,Aloe Barbadensis Leaf Juice,not_extracted,2637,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,52,48,3,eligible,eligible|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,medical_context_limited,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|abstract_insufficient,abstract_insufficient|safety_only|reject_wrong_scope,N,,,PMID:22134571|PMID:17613130|DOI:10.5567/pharmacologia.2015.347.354,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
119,cocamidopropyl_betaine,코카미도프로필베타인,Cocamidopropyl Betaine,Cocamidopropyl Betaine,not_extracted,2631,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,151,129,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,medical_context_limited,experimental_challenge_limited|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:10048655|PMID:8112067|PMID:38448283,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
121,tetrasodium_glutamate_diacetate,테트라소듐글루타메이트다이아세테이트,Tetrasodium Glutamate Diacetate,Tetrasodium Glutamate Diacetate,not_extracted,2616,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,51,42,3,wrong_ingredient,ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only|reject_wrong_scope,N,,,DOI:10.1159/000211162|DOI:10.1177/19458924251347727|DOI:10.1177/030089168707300102,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
122,hydrogenated_polyisobutene,하이드로제네이티드폴리아이소부텐,Hydrogenated Polyisobutene,Hydrogenated Polyisobutene,not_extracted,2614,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,54,42,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,general_skin,general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:29799810|PMID:42091564|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
123,sorbitan_olivate,솔비탄올리베이트,Sorbitan Olivate,Sorbitan Olivate,not_extracted,2612,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,53,36,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,PMID:42341018|DOI:10.2903/j.efsa.2015.4152|DOI:10.3109/10915818509078670,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
